"id","condition","topic.symbolic","mcheck1","mcheck2","Q23_1","anger1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","contempt1","disgust1","anger4","anger2","contempt2","disgust2","contempt4","attention.check","anger3","contempt3","disgust3","disgust4","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0 & 1","voodoo2 - 0 & 1","voodoo3 - 0 & 1","voodoo4 - 0 & 1","voodoo5 - 0 & 1","voodoo6 - 0 & 1","voodoo7 - 0 & 1","voodoo8 - 0 & 1","voodoo9 - 0 & 1","voodoo10 - 0 & 1","tangram.check","tangram.videocheck","tangram.easy.1 (3)","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 (3) - 0 & 1","tangram.easy.2 - 0 & 1","tangram.easy.3 - 0 & 1","tangram.easy.4 - 0 & 1","tangram.easy.5 - 0 & 1","tangram.easy.6 - 0 & 1","tangram.easy.7 - 0 & 1","tangram.easy.8 - 0 & 1","tangram.easy.9 - 0 & 1","tangram.easy.10 - 0 & 1","tanrgam.medium.1 - 0 & 1","tanrgam.medium.2 - 0 & 1","tanrgam.medium.3 - 0 & 1","tanrgam.medium.4 - 0 & 1","tanrgam.medium.5 - 0 & 1","tanrgam.medium.6 - 0 & 1","tanrgam.medium.7 - 0 & 1","tanrgam.medium.8 - 0 & 1","tanrgam.medium.9 - 0 & 1","tanrgam.medium.10 - 0 & 1","tanrgam.hard.1 - 0 & 1","tanrgam.hard.2 - 0 & 1","tanrgam.hard.3 - 0 & 1","tanrgam.hard.4 - 0 & 1","tanrgam.hard.5 - 0 & 1","tanrgam.hard.6 - 0 & 1","tanrgam.hard.7 - 0 & 1","tanrgam.hard.8 - 0 & 1","tanrgam.hard.9 - 0 & 1","tanrgam.hard.10 - 0 & 1","topic.realistic","topic.control","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
103,"realistic",,7,5,24,1,26,26,29,24,24,24,26,24,24,29,24,25,4,4,2,1,1,1,4,1,1,2,1,3,141.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,1,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,33.0,4,1,0.39,-0.5,-0.5,-0.6,-0.5,-0.7,5
104,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,26.0,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
105,"realistic",,5,1,24,1,29,29,26,24,24,24,27,24,24,24,24,26,2,2,4,1,1,1,5,1,1,1,1,4,216.0,236.0,56.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,2,35.0,5,1,-1.0,-0.49,-1.0,0.72,-0.43,-0.34,5
106,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,30,1,1,6,1,1,1,6,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,21.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
107,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,23.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
108,"symbolic",1,2,2,29,2,29,29,26,29,29,29,26,24,29,29,24,27,2,2,4,2,2,2,4,1,2,2,1,5,207.0,139.0,81.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,,1,1,1,,,1,,,,1,,,,1,,,,,,,,,,,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,1,25.0,5,1,-0.8,0.0,-0.29,0.27,0.07,0.15,5
109,"symbolic",1,5,5,25,3,29,27,29,29,29,26,25,24,29,25,25,29,2,5,2,2,2,4,3,1,2,3,3,2,211.0,86.0,128.0,163.0,119.0,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,,,1,1,,,1,,,,,1,1,,,1,,,,,1,1,,,,1,1,1,,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,,,1,22.0,3,10,-1.0,0.45,-0.1,0.4,0.42,0.43,5
110,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,30,1,1,6,1,1,1,6,1,1,1,1,6,235.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,1,,,,,,,,,,1,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,1,2,27.0,4,1,-0.16,-0.13,-0.39,-0.18,-0.16,-0.18,5
111,"control",,2,1,24,1,24,24,26,24,24,29,26,24,24,29,29,25,1,1,4,1,1,2,4,1,1,2,2,3,134.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,,1,,,1,,,,,,1,,,1,,,1,,1,,1,1,,,1,,,1,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,,1,2,54.0,4,7,-0.59,0.47,0.52,-0.45,0.26,0.34,5
112,"symbolic",2,7,7,28,7,28,28,24,24,28,28,24,24,24,28,28,24,7,7,1,1,7,7,1,1,1,7,7,1,154.0,126.0,171.0,139.0,138.0,194.0,168.0,112.0,143.0,153.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,2,40.0,4,2,1.0,0.0,0.0,0.0,1.0,-1.0,5
113,"symbolic",1,1,1,24,1,26,27,26,24,26,27,25,24,26,27,26,24,4,5,4,1,4,5,3,1,4,5,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,1,,,,,,,1,1,,1,,,,1,1,,,1,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,,,2,28.0,3,1,-1.0,-0.55,-0.62,-0.65,-0.79,-0.6,5
114,"realistic",,1,1,24,1,24,29,30,24,24,24,30,24,29,24,24,27,1,2,6,1,1,1,6,1,2,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,1,29.0,4,7,-1.0,-1.0,-0.9,-1.0,-1.0,-1.0,5
115,"symbolic",1,5,7,27,5,30,28,24,29,30,30,24,28,30,26,30,29,6,7,1,2,6,6,1,7,6,4,6,2,156.0,129.0,134.0,150.0,162.0,51.0,230.0,,,,1,1,1,1,1,1,1,0,0,0,1,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,2,44.0,3,1,-1.0,0.0,-0.4,-0.2,-0.4,-0.4,5
116,"symbolic",2,4,5,29,2,24,29,27,24,29,25,26,24,25,29,29,26,1,2,5,1,2,3,4,1,3,2,2,4,232.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,31.0,4,2,0.49,0.0,-0.56,0.21,0.3,-0.32,5
117,"control",,1,2,24,1,29,24,30,24,29,29,27,24,29,29,24,30,2,1,6,1,2,2,5,1,2,2,1,6,176.0,199.0,146.0,91.0,189.0,98.0,172.0,84.0,179.0,137.0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,,,1,,,1,1,1,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,36.0,4,1,0.71,-1.0,-0.86,-0.88,-0.87,-1.0,5
118,"symbolic",3,6,7,29,2,27,30,29,26,27,30,29,24,30,30,30,29,5,6,2,4,5,6,2,1,6,6,6,2,164.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,2,38.0,4,1,-0.99,0.92,0.99,0.96,0.94,0.72,5
119,"control",,1,1,24,1,29,29,30,24,24,24,27,24,29,24,24,27,2,2,6,1,1,1,5,1,2,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,1,,,1,,1,,1,1,1,,,,,,,1,,,,,1,1,,1,,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,,1,1,20.0,3,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
120,"realistic",,6,5,29,2,26,27,25,29,25,27,29,24,29,27,29,25,4,5,3,2,3,5,2,1,2,5,2,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,2,34.0,3,1,0.74,-0.9,-0.82,-0.88,-0.82,-0.84,5
121,"realistic",,4,3,24,1,29,25,25,24,24,24,26,24,24,25,24,27,2,3,3,1,1,1,4,1,1,3,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,1,,,,,,1,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,,1,25.0,4,1,-0.81,-0.31,-0.4,0.4,-0.41,-0.41,5
122,"symbolic",3,7,7,26,4,27,30,25,25,26,30,29,24,26,27,30,29,5,6,3,3,4,6,2,1,4,5,6,2,162.0,151.0,144.0,135.0,172.0,118.0,149.0,116.0,152.0,136.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,,2,63.0,3,2,-1.0,-0.8,-0.91,-0.9,-0.92,-0.9,5
123,"symbolic",1,3,7,29,2,29,30,25,24,26,27,29,24,24,25,25,24,2,6,3,1,4,5,2,1,1,3,3,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,39.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
124,"realistic",,4,4,29,2,29,27,25,24,24,29,25,24,25,25,25,26,2,5,3,1,1,2,3,1,3,3,3,4,148.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,,1,1,1,1,1,1,,,,1,1,,,,1,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,2,25.0,3,4,1.0,0.0,0.61,0.39,-0.53,0.34,5
125,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,26,1,1,6,1,1,1,6,1,1,1,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,36.0,4,1,-1.0,0.0,0.0,0.0,0.0,0.3,5
126,"realistic",,3,3,29,2,25,25,26,24,29,29,26,24,24,29,29,27,3,3,4,1,2,2,4,1,1,2,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,2,26.0,3,1,-0.46,-1.0,-1.0,-1.0,-1.0,-1.0,5
127,"symbolic",1,7,6,29,2,24,29,26,24,24,26,26,24,24,26,29,26,1,2,4,1,1,4,4,1,1,4,2,4,235.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,1,,,,,1,,1,1,,,1,,,1,1,1,1,1,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,,,2,21.0,3,4,0.41,-0.13,-0.43,0.38,0.34,-0.5,5
128,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,1,,1,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,23.0,2,1,1.0,-0.35,-0.6,-0.64,-0.58,-0.77,5
129,"symbolic",3,5,7,29,2,29,28,29,27,28,28,24,24,30,25,28,24,2,7,2,5,7,7,1,1,6,3,7,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,2,51.0,5,1,-1.0,-0.87,-0.93,-0.9,-1.0,-1.0,5
130,"realistic",,5,4,27,5,29,26,29,24,24,29,26,24,29,26,24,25,2,4,2,1,1,2,4,1,2,4,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,,2,55.0,4,2,0.14,-0.6,-0.43,-0.78,-0.59,-0.88,5
131,"realistic",,7,6,25,3,24,30,25,24,25,27,24,24,25,30,24,24,1,6,3,1,3,5,1,1,3,6,1,1,146.0,114.0,232.0,183.0,112.0,141.0,171.0,,,,1,1,1,1,1,1,1,0,0,0,1,2,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,,2,50.0,4,2,0.47,0.17,0.45,0.72,0.13,0.75,5
132,"realistic",,1,1,29,2,24,24,24,24,24,24,30,24,24,24,24,30,1,1,1,1,1,1,6,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,19.0,3,10,-0.93,0.13,0.17,0.36,0.27,0.29,5
133,"realistic",,4,2,25,3,26,25,27,24,29,29,27,24,29,29,29,27,4,3,5,1,2,2,5,1,2,2,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,1,,1,,1,1,1,,,,,1,1,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,2,36.0,5,1,0.5,0.65,0.55,0.45,0.9,0.55,5
134,"symbolic",3,2,6,25,3,27,30,24,25,27,28,29,24,29,30,27,29,5,6,1,3,5,7,2,1,2,6,5,2,106.0,181.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,,1,34.0,5,1,-1.0,-1.0,-1.0,-0.68,-1.0,-1.0,5
135,"control",,1,1,24,1,24,24,30,24,24,24,30,24,24,24,24,28,1,1,6,1,1,1,6,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,36.0,5,1,-0.89,-0.73,-0.43,0.26,-0.82,-0.63,5
136,"realistic",,3,1,24,1,29,29,30,29,29,24,27,24,26,27,29,27,2,2,6,2,2,1,5,1,4,5,2,5,145.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,2,1,,1,1,1,1,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,2,34.0,4,1,0.32,-0.4,0.62,0.58,-0.6,-0.47,5
137,"realistic",,4,1,25,3,29,29,26,24,26,29,26,24,24,29,29,29,2,2,4,1,4,2,4,1,1,2,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,51.0,3,1,0.92,-0.56,-0.63,0.15,-0.41,0.54,5
138,"realistic",,4,2,24,1,29,29,26,24,29,29,26,24,24,29,29,26,2,2,4,1,2,2,4,1,1,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,,2,38.0,5,1,0.41,0.23,0.24,1.0,-0.45,0.19,5
139,"realistic",,6,6,24,1,27,28,29,24,27,27,26,24,24,25,26,25,5,7,2,1,5,5,4,1,1,3,4,3,177.0,157.0,118.0,168.0,66.0,,,,,,1,1,1,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,1,1,1,1,,,,,,1,1,1,,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,2,,2,34.0,5,1,0.59,0.67,0.7,0.93,0.6,-0.12,5
140,"control",,2,2,29,2,24,24,27,24,24,27,26,25,24,29,24,26,1,1,5,1,1,5,4,3,1,2,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,58.0,4,7,-1.0,-1.0,-1.0,-0.99,-1.0,-1.0,5
141,"realistic",,7,2,24,1,24,24,26,24,24,24,26,24,24,29,24,29,1,1,4,1,1,1,4,1,1,2,1,2,217.0,75.0,216.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,1,,,,1,1,,,,,1,,,,1,1,,1,1,,,1,,1,1,,,,1,,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,3,,2,24.0,4,10,-1.0,-0.88,-1.0,-0.89,-1.0,-1.0,5
142,"control",,1,1,24,1,24,24,30,24,24,24,28,24,24,24,24,30,1,1,6,1,1,1,7,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,44.0,5,1,-1.0,-0.2,-0.2,-0.15,-0.2,-0.2,5
143,"realistic",,7,1,24,1,24,24,29,24,24,24,26,24,24,24,24,29,1,1,2,1,1,1,4,1,1,1,1,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,2,19.0,3,1,-1.0,-0.9,-1.0,-0.4,-1.0,-0.8,5
144,"control",,2,2,24,1,24,24,30,24,24,24,30,24,24,24,24,30,1,1,6,1,1,1,6,1,1,1,1,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,37.0,3,4,0.18,-0.29,-0.24,-0.59,-0.18,-0.58,5
145,"symbolic",3,1,3,29,2,28,30,29,24,26,27,25,24,24,30,30,29,7,6,2,1,4,5,3,1,1,6,6,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,,,,,,1,,1,1,,,1,1,,,,,1,1,,1,,,,,,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,2,25.0,2,7,0.77,0.21,0.72,0.31,-0.92,-1.0,5
146,"realistic",,1,2,29,2,24,29,28,24,24,24,30,24,29,24,24,28,1,2,7,1,1,1,6,1,2,1,1,7,174.0,219.0,136.0,197.0,177.0,215.0,159.0,201.0,105.0,132.0,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,,1,,1,1,,1,1,,1,1,1,1,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,,2,37.0,4,1,0.54,1.0,0.99,1.0,0.92,0.73,5
147,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,1,,1,1,,,,1,1,,,1,,1,,,,,,,,,,,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,2,42.0,4,1,0.4,0.05,0.75,0.99,0.72,0.78,5
148,"symbolic",3,7,7,29,2,27,30,29,24,27,27,29,24,29,30,27,24,5,6,2,1,5,5,2,1,2,6,5,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,2,36.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
149,"realistic",,5,3,25,3,24,29,25,24,24,25,25,24,29,27,24,25,1,2,3,1,1,3,3,1,2,5,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,41.0,5,1,0.83,-1.0,-1.0,-1.0,-1.0,-1.0,5
150,"realistic",,6,4,25,3,29,26,25,24,29,27,26,24,29,27,29,29,2,4,3,1,2,5,4,1,2,5,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,1,1,,1,1,1,1,1,1,1,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,,1,43.0,3,4,-1.0,-0.7,-0.26,-1.0,-0.73,-0.75,5
151,"realistic",,5,2,24,1,24,24,26,24,24,27,26,24,24,25,24,25,1,1,4,1,1,5,4,1,1,3,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,29.0,4,1,-0.8,-0.75,-0.75,-0.5,-0.75,-0.9,5
152,"symbolic",3,1,5,25,3,27,27,25,24,26,27,29,24,29,25,27,25,5,5,3,1,4,5,2,1,2,3,5,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,1,,1,,1,,,1,1,1,1,,1,,,1,,,,,1,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,,,1,22.0,3,10,-1.0,-0.5,-0.76,-0.74,-0.62,-0.73,5
153,"control",,1,1,24,1,24,24,28,24,24,24,28,24,24,24,24,28,1,1,7,1,1,1,7,1,1,1,1,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,33.0,3,2,0.9,-0.1,-0.1,0.1,-1.0,-0.5,5
